,comparison,number_of_papers,number_of_contributions,number_of_related_resources,number_of_related_figures,research_field,#Statements,#Resources,#DistResources,#Literals,#DistLiterals,#Predicates,#DistPredicates
0,http://orkg.org/orkg/resource/R107854,4,4,0,0,Learner-Interface Interaction,26.0,51.0,4.0,1.0,1.0,26.0,5.0
1,http://orkg.org/orkg/resource/R108358,12,12,0,0,Geology,555.0,732.0,79.0,378.0,78.0,555.0,29.0
2,http://orkg.org/orkg/resource/R108601,4,4,0,0,Digital Communications and Networking,28.0,32.0,4.0,24.0,4.0,28.0,7.0
3,http://orkg.org/orkg/resource/R108719,3,3,0,0,Plant Pathology,51.0,55.0,3.0,47.0,3.0,51.0,19.0
4,http://orkg.org/orkg/resource/R109041,9,9,0,0,"Atomic, Molecular and Optical Physics",135.0,144.0,9.0,126.0,9.0,135.0,18.0
5,http://orkg.org/orkg/resource/R109236,5,5,0,0,Geology,86.0,109.0,16.0,63.0,16.0,86.0,15.0
6,http://orkg.org/orkg/resource/R109546,4,4,0,0,Industrial and Organizational Psychology,64.0,88.0,5.0,40.0,5.0,64.0,12.0
7,http://orkg.org/orkg/resource/R109612,10,10,0,0,Oceanography,170.0,180.0,10.0,160.0,10.0,170.0,17.0
8,http://orkg.org/orkg/resource/R109904,12,12,0,0,Information Science,48.0,61.0,12.0,35.0,12.0,48.0,4.0
9,http://orkg.org/orkg/resource/R110071,4,4,0,0,Biomedical Engineering and Bioengineering,36.0,42.0,4.0,30.0,4.0,36.0,9.0
10,http://orkg.org/orkg/resource/R110124,4,4,0,0,Robotics,51.0,77.0,5.0,25.0,5.0,51.0,9.0
11,http://orkg.org/orkg/resource/R110138,3,3,0,0,Energy Systems,44.0,47.0,3.0,41.0,3.0,44.0,9.0
12,http://orkg.org/orkg/resource/R110188,3,3,0,0,Public Administration,16.0,19.0,3.0,13.0,3.0,16.0,5.0
13,http://orkg.org/orkg/resource/R110245,3,3,0,0,Public Administration,16.0,19.0,3.0,13.0,3.0,16.0,5.0
14,http://orkg.org/orkg/resource/R110361,7,8,0,0,Place and Environment,76.0,124.0,9.0,28.0,8.0,76.0,15.0
15,http://orkg.org/orkg/resource/R110651,2,2,0,0,Urban Studies and Planning,24.0,28.0,4.0,20.0,4.0,24.0,18.0
16,http://orkg.org/orkg/resource/R110655,6,6,0,0,Immunology of Infectious Disease,57.0,86.0,8.0,28.0,8.0,57.0,15.0
17,http://orkg.org/orkg/resource/R110777,3,3,0,0,Analysis,15.0,19.0,3.0,11.0,3.0,15.0,5.0
18,http://orkg.org/orkg/resource/R110991,5,5,0,0,Virology,35.0,40.0,5.0,30.0,5.0,35.0,7.0
19,http://orkg.org/orkg/resource/R111117,3,3,0,0,Food Processing,18.0,22.0,3.0,14.0,3.0,18.0,6.0
20,http://orkg.org/orkg/resource/R111151,3,3,0,0,Comparative Politics,12.0,18.0,3.0,6.0,3.0,12.0,5.0
21,http://orkg.org/orkg/resource/R111154,2,2,0,0,Computer Engineering,47.0,57.0,5.0,37.0,5.0,47.0,29.0
22,http://orkg.org/orkg/resource/R112387,19,19,0,0,Software Engineering,609.0,820.0,200.0,398.0,94.0,609.0,12.0
23,http://orkg.org/orkg/resource/R113089,8,8,0,0,Information Science,34.0,67.0,9.0,1.0,1.0,34.0,6.0
24,http://orkg.org/orkg/resource/R114155,27,27,0,0,Software Engineering,503.0,683.0,178.0,323.0,151.0,503.0,17.0
25,http://orkg.org/orkg/resource/R137151,8,8,0,0,Geology,192.0,202.0,8.0,182.0,8.0,192.0,20.0
26,http://orkg.org/orkg/resource/R137164,8,8,0,0,Geology,192.0,202.0,8.0,182.0,8.0,192.0,20.0
27,http://orkg.org/orkg/resource/R137469,27,29,0,0,Applied Physics,247.0,276.0,29.0,218.0,29.0,247.0,9.0
28,http://orkg.org/orkg/resource/R138179,8,8,0,0,Planetary Sciences,235.0,243.0,8.0,227.0,8.0,235.0,20.0
29,http://orkg.org/orkg/resource/R138373,8,8,0,0,Oceanography,129.0,137.0,8.0,121.0,8.0,129.0,22.0
30,http://orkg.org/orkg/resource/R138393,6,6,0,0,Planetary Sciences,217.0,223.0,6.0,211.0,6.0,217.0,29.0
31,http://orkg.org/orkg/resource/R138418,6,6,0,0,Oceanography,99.0,105.0,6.0,93.0,6.0,99.0,22.0
32,http://orkg.org/orkg/resource/R138483,6,6,0,0,Oceanography,98.0,104.0,6.0,92.0,6.0,98.0,19.0
33,http://orkg.org/orkg/resource/R138501,8,8,0,0,Oceanography,136.0,144.0,8.0,128.0,8.0,136.0,22.0
34,http://orkg.org/orkg/resource/R138542,6,6,0,0,Planetary Sciences,277.0,283.0,6.0,271.0,6.0,277.0,50.0
35,http://orkg.org/orkg/resource/R138633,9,9,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",242.0,364.0,12.0,120.0,12.0,242.0,26.0
36,http://orkg.org/orkg/resource/R139050,55,55,0,0,Bioinformatics,471.0,759.0,55.0,183.0,55.0,471.0,9.0
37,http://orkg.org/orkg/resource/R139190,26,26,0,0,Plasma and Beam Physics,509.0,535.0,26.0,483.0,26.0,509.0,30.0
38,http://orkg.org/orkg/resource/R139191,4,4,0,0,Medicinal Chemistry and Pharmaceutics,92.0,142.0,5.0,42.0,4.0,92.0,18.0
39,http://orkg.org/orkg/resource/R139551,10,10,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",287.0,438.0,13.0,136.0,13.0,287.0,26.0
40,http://orkg.org/orkg/resource/R139567,12,12,0,0,Artificial Intelligence,268.0,512.0,13.0,24.0,13.0,268.0,20.0
41,http://orkg.org/orkg/resource/R139568,7,7,0,0,Urban Studies,56.0,77.0,7.0,35.0,7.0,56.0,7.0
42,http://orkg.org/orkg/resource/R139845,7,7,0,0,Planetary Sciences,323.0,411.0,57.0,235.0,57.0,323.0,43.0
43,http://orkg.org/orkg/resource/R140131,9,10,0,0,"Information Systems, Process and Knowledge Management",102.0,199.0,10.0,5.0,3.0,102.0,32.0
44,http://orkg.org/orkg/resource/R140347,19,19,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",527.0,797.0,22.0,257.0,22.0,527.0,26.0
45,http://orkg.org/orkg/resource/R140449,5,5,0,0,Medicinal Chemistry and Pharmaceutics,125.0,184.0,8.0,66.0,8.0,125.0,22.0
46,http://orkg.org/orkg/resource/R140463,8,8,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",215.0,322.0,10.0,108.0,10.0,215.0,26.0
47,http://orkg.org/orkg/resource/R140465,10,10,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",288.0,440.0,13.0,136.0,13.0,288.0,26.0
48,http://orkg.org/orkg/resource/R140714,5,5,0,0,Medicinal Chemistry and Pharmaceutics,110.0,164.0,9.0,56.0,8.0,110.0,23.0
49,http://orkg.org/orkg/resource/R140726,6,6,0,0,Earth Sciences,306.0,408.0,66.0,204.0,66.0,306.0,42.0
50,http://orkg.org/orkg/resource/R140805,6,6,0,0,Earth Sciences,274.0,354.0,67.0,194.0,67.0,274.0,39.0
51,http://orkg.org/orkg/resource/R141123,6,6,0,0,Earth Sciences,319.0,422.0,51.0,216.0,51.0,319.0,43.0
52,http://orkg.org/orkg/resource/R141317,6,6,0,0,Medicinal Chemistry and Pharmaceutics,127.0,190.0,11.0,64.0,9.0,127.0,21.0
53,http://orkg.org/orkg/resource/R141336,5,5,0,0,Oceanography,109.0,137.0,5.0,81.0,5.0,109.0,44.0
54,http://orkg.org/orkg/resource/R141349,5,5,0,0,Oceanography,110.0,134.0,5.0,86.0,5.0,110.0,40.0
55,http://orkg.org/orkg/resource/R141369,5,5,0,0,Oceanography,84.0,95.0,5.0,73.0,5.0,84.0,26.0
56,http://orkg.org/orkg/resource/R141385,5,5,0,0,Oceanography,89.0,99.0,5.0,79.0,5.0,89.0,27.0
57,http://orkg.org/orkg/resource/R141810,7,7,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",177.0,262.0,8.0,92.0,8.0,177.0,26.0
58,http://orkg.org/orkg/resource/R141811,8,8,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",203.0,300.0,10.0,106.0,10.0,203.0,26.0
59,http://orkg.org/orkg/resource/R142850,11,11,0,0,Medicinal Chemistry and Pharmaceutics,121.0,193.0,13.0,49.0,11.0,121.0,10.0
60,http://orkg.org/orkg/resource/R143746,6,6,0,0,Earth Sciences,573.0,779.0,184.0,367.0,184.0,573.0,15.0
61,http://orkg.org/orkg/resource/R143853,7,7,0,0,Nanoscience and Nanotechnology,87.0,94.0,7.0,80.0,7.0,87.0,9.0
62,http://orkg.org/orkg/resource/R143856,6,6,0,0,Earth Sciences,394.0,539.0,125.0,249.0,125.0,394.0,19.0
63,http://orkg.org/orkg/resource/R144148,6,6,0,0,Earth Sciences,298.0,393.0,60.0,203.0,60.0,298.0,35.0
64,http://orkg.org/orkg/resource/R144251,6,6,0,0,Earth Sciences,270.0,361.0,80.0,179.0,80.0,270.0,11.0
65,http://orkg.org/orkg/resource/R144512,7,10,0,0,Medicinal Chemistry and Pharmaceutics,134.0,233.0,44.0,35.0,30.0,134.0,14.0
66,http://orkg.org/orkg/resource/R145951,14,15,0,0,Urban Studies and Planning,145.0,239.0,30.0,51.0,14.0,145.0,23.0
67,http://orkg.org/orkg/resource/R146851,20,32,0,0,Information Science,2240.0,3485.0,325.0,995.0,209.0,2240.0,33.0
68,http://orkg.org/orkg/resource/R147040,23,23,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",620.0,936.0,26.0,304.0,26.0,620.0,26.0
69,http://orkg.org/orkg/resource/R147152,5,5,0,0,Oceanography,91.0,96.0,5.0,86.0,5.0,91.0,24.0
70,http://orkg.org/orkg/resource/R147167,5,5,0,0,Oceanography,84.0,89.0,5.0,79.0,5.0,84.0,24.0
71,http://orkg.org/orkg/resource/R147183,5,5,0,0,Oceanography,94.0,99.0,5.0,89.0,5.0,94.0,35.0
72,http://orkg.org/orkg/resource/R147196,6,6,0,0,Oceanography,93.0,99.0,6.0,87.0,6.0,93.0,24.0
73,http://orkg.org/orkg/resource/R147317,6,6,0,0,Planetary Sciences,275.0,349.0,61.0,201.0,61.0,275.0,29.0
74,http://orkg.org/orkg/resource/R147365,6,6,0,0,Planetary Sciences,241.0,316.0,61.0,166.0,61.0,241.0,28.0
75,http://orkg.org/orkg/resource/R147449,6,6,0,0,Earth Sciences,328.0,423.0,90.0,233.0,90.0,328.0,23.0
76,http://orkg.org/orkg/resource/R147507,6,6,0,0,Earth Sciences,242.0,322.0,68.0,162.0,68.0,242.0,18.0
77,http://orkg.org/orkg/resource/R148381,9,11,0,0,Medicinal Chemistry and Pharmaceutics,150.0,266.0,40.0,34.0,28.0,150.0,14.0
78,http://orkg.org/orkg/resource/R148382,8,9,0,0,Medicinal Chemistry and Pharmaceutics,124.0,221.0,37.0,27.0,23.0,124.0,14.0
79,http://orkg.org/orkg/resource/R149849,10,10,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",285.0,435.0,13.0,135.0,13.0,285.0,26.0
80,http://orkg.org/orkg/resource/R150337,14,14,0,0,Energy Systems,1247.0,2037.0,237.0,457.0,193.0,1247.0,103.0
81,http://orkg.org/orkg/resource/R151005,2,14,0,0,Semantic Web,590.0,914.0,70.0,266.0,67.0,590.0,39.0
82,http://orkg.org/orkg/resource/R152727,6,6,0,0,Urban Studies and Planning,46.0,92.0,6.0,0.0,0.0,46.0,6.0
83,http://orkg.org/orkg/resource/R153801,20,25,0,0,Energy Systems,1838.0,3111.0,775.0,565.0,516.0,1838.0,12.0
84,http://orkg.org/orkg/resource/R155154,6,6,0,0,Earth Sciences,316.0,386.0,55.0,246.0,55.0,316.0,38.0
85,http://orkg.org/orkg/resource/R155191,6,6,0,0,Earth Sciences,283.0,354.0,53.0,212.0,53.0,283.0,31.0
86,http://orkg.org/orkg/resource/R155248,6,6,0,0,Planetary Sciences,351.0,420.0,51.0,282.0,51.0,351.0,37.0
87,http://orkg.org/orkg/resource/R155445,6,6,0,0,Planetary Sciences,320.0,394.0,45.0,246.0,45.0,320.0,30.0
88,http://orkg.org/orkg/resource/R155526,6,6,0,0,Oceanography,86.0,92.0,6.0,80.0,6.0,86.0,19.0
89,http://orkg.org/orkg/resource/R155543,6,6,0,0,Oceanography,104.0,110.0,6.0,98.0,6.0,104.0,24.0
90,http://orkg.org/orkg/resource/R155561,5,5,0,0,Oceanography,98.0,103.0,5.0,93.0,5.0,98.0,26.0
91,http://orkg.org/orkg/resource/R155584,6,6,0,0,Oceanography,123.0,129.0,6.0,117.0,6.0,123.0,36.0
92,http://orkg.org/orkg/resource/R155800,21,21,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",729.0,1075.0,129.0,383.0,129.0,729.0,27.0
93,http://orkg.org/orkg/resource/R157074,20,20,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",719.0,1064.0,112.0,374.0,112.0,719.0,27.0
94,http://orkg.org/orkg/resource/R157076,9,9,0,0,"Ecology and Biodiversity of Animals and Ecosystems, Organismic Interactions",298.0,439.0,42.0,157.0,42.0,298.0,27.0
95,http://orkg.org/orkg/resource/R160149,5,5,0,0,Oceanography,88.0,93.0,5.0,83.0,5.0,88.0,23.0
96,http://orkg.org/orkg/resource/R160168,5,5,0,0,Oceanography,71.0,76.0,5.0,66.0,5.0,71.0,14.0
97,http://orkg.org/orkg/resource/R160174,5,5,0,0,Oceanography,88.0,93.0,5.0,83.0,5.0,88.0,23.0
98,http://orkg.org/orkg/resource/R160189,5,5,0,0,Oceanography,85.0,90.0,5.0,80.0,5.0,85.0,24.0
99,http://orkg.org/orkg/resource/R160205,5,5,0,0,Oceanography,88.0,93.0,5.0,83.0,5.0,88.0,27.0
100,http://orkg.org/orkg/resource/R160527,6,6,0,0,Planetary Sciences,269.0,352.0,59.0,186.0,59.0,269.0,20.0
101,http://orkg.org/orkg/resource/R160596,6,6,0,0,Earth Sciences,232.0,301.0,58.0,163.0,58.0,232.0,18.0
102,http://orkg.org/orkg/resource/R160597,6,6,0,0,Earth Sciences,232.0,301.0,58.0,163.0,58.0,232.0,18.0
103,http://orkg.org/orkg/resource/R160742,11,11,0,0,Oceanography,127.0,138.0,11.0,116.0,11.0,127.0,20.0
104,http://orkg.org/orkg/resource/R160768,7,7,0,0,Oceanography,116.0,123.0,7.0,109.0,7.0,116.0,25.0
105,http://orkg.org/orkg/resource/R161079,7,7,0,0,Medicinal Chemistry and Pharmaceutics,295.0,457.0,87.0,133.0,73.0,295.0,19.0
106,http://orkg.org/orkg/resource/R161787,6,6,0,0,Natural Language Processing,98.0,134.0,10.0,62.0,10.0,98.0,24.0
107,http://orkg.org/orkg/resource/R164670,19,21,0,0,Bioinformatics,1095.0,1854.0,257.0,336.0,101.0,1095.0,46.0
108,http://orkg.org/orkg/resource/R165700,19,21,0,0,Bioinformatics,1126.0,1897.0,262.0,355.0,106.0,1126.0,46.0
109,http://orkg.org/orkg/resource/R165702,8,29,0,0,Natural Language Processing,501.0,700.0,47.0,302.0,43.0,501.0,30.0
110,http://orkg.org/orkg/resource/R165794,9,9,0,0,"Information Systems, Process and Knowledge Management",30.0,45.0,14.0,15.0,13.0,30.0,10.0
111,http://orkg.org/orkg/resource/R165866,10,18,0,0,Natural Language Processing,1027.0,1760.0,256.0,294.0,114.0,1027.0,26.0
112,http://orkg.org/orkg/resource/R166315,4,4,0,0,Natural Language Processing,273.0,431.0,42.0,115.0,42.0,273.0,27.0
113,http://orkg.org/orkg/resource/R172690,4,4,0,0,Natural Language Processing,50.0,70.0,6.0,30.0,6.0,50.0,14.0
114,http://orkg.org/orkg/resource/R172704,4,4,0,0,Natural Language Processing,89.0,123.0,21.0,55.0,17.0,89.0,41.0
115,http://orkg.org/orkg/resource/R172826,8,8,0,0,Semantic Web,37.0,45.0,8.0,29.0,8.0,37.0,5.0
116,http://orkg.org/orkg/resource/R172932,5,5,0,0,Semantic Web,67.0,125.0,15.0,9.0,8.0,67.0,11.0
117,http://orkg.org/orkg/resource/R175108,5,5,0,0,Digital Communications and Networking,71.0,86.0,5.0,56.0,5.0,71.0,14.0
118,http://orkg.org/orkg/resource/R175304,6,6,0,0,Semantic Web,74.0,136.0,16.0,12.0,9.0,74.0,17.0
119,http://orkg.org/orkg/resource/R176017,4,4,0,0,Computer Sciences,24.0,28.0,4.0,20.0,4.0,24.0,6.0
120,http://orkg.org/orkg/resource/R176038,9,9,0,0,Computer and Systems Architecture,113.0,113.0,9.0,113.0,9.0,113.0,10.0
121,http://orkg.org/orkg/resource/R178164,4,4,0,0,Computer Sciences,24.0,28.0,4.0,20.0,4.0,24.0,6.0
122,http://orkg.org/orkg/resource/R178188,4,4,0,0,Computer Sciences,28.0,36.0,4.0,20.0,4.0,28.0,7.0
123,http://orkg.org/orkg/resource/R178201,6,6,0,0,Semantic Web,48.0,64.0,7.0,32.0,6.0,48.0,21.0
124,http://orkg.org/orkg/resource/R178450,3,3,0,0,Security and Dependability,47.0,75.0,12.0,19.0,9.0,47.0,12.0
125,http://orkg.org/orkg/resource/R178479,2,2,0,0,Animal Sciences,12.0,20.0,2.0,4.0,2.0,12.0,6.0
126,http://orkg.org/orkg/resource/R187049,5,10,1,8,Mechanical Process Engineering,1918.0,3662.0,742.0,174.0,162.0,1918.0,32.0
127,http://orkg.org/orkg/resource/R193278,18,18,0,0,Networking and Internet Architecture,128.0,166.0,18.0,90.0,18.0,128.0,7.0
128,http://orkg.org/orkg/resource/R193463,7,7,0,0,Electrical Engineering and Information Technology,61.0,80.0,7.0,42.0,7.0,61.0,8.0
129,http://orkg.org/orkg/resource/R201854,9,9,0,0,Computer and Systems Architecture,186.0,244.0,31.0,128.0,27.0,186.0,25.0
130,http://orkg.org/orkg/resource/R204080,17,17,0,0,Machine Learning,85.0,136.0,17.0,34.0,17.0,85.0,5.0
131,http://orkg.org/orkg/resource/R204130,14,14,0,0,Cryptography and Security,112.0,140.0,14.0,84.0,14.0,112.0,8.0
132,http://orkg.org/orkg/resource/R204209,11,11,0,0,Cryptography and Security,79.0,125.0,11.0,33.0,11.0,79.0,7.0
